Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Glass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Honey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Crushed Ice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fruit Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seed Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Short Mead
aeadditions:pattern.fluid:0, ME Fluid Pattern: Aluminium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Americium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Antimony
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Argon Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Arsenic
aeadditions:pattern.fluid:0, ME Fluid Pattern: Beryllium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bismuth
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bromine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cerium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chlorine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chrome
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cobalt
aeadditions:pattern.fluid:0, ME Fluid Pattern: Copper
aeadditions:pattern.fluid:0, ME Fluid Pattern: Darmstadtium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Europium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Flerovium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Flerovium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluorine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gold
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium-3
aeadditions:pattern.fluid:0, ME Fluid Pattern: Indium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Krypton
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lanthanum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lead
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lead Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lutetium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Magnesium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Manganese
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mercury
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molybdenum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neodymium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nickel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nickel Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Niobium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Osmium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Palladium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phosphorus
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phosphorus Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Platinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plutonium 239
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plutonium 241
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potassium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protactinium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protactinium Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Radon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rhodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ruthenium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Samarium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Silicon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Silver
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tantalum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Thorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tungsten
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium 238
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium 235
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vanadium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Xenon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Yttrium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Zinc
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naquadah
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naquadria
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neutronium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Duranium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Trinium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Annealed Copper
aeadditions:pattern.fluid:0, ME Fluid Pattern: Battery Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Brass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Water Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Oxygen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cupronickel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Electrum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Invar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Kanthal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Magnalium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nichrome
aeadditions:pattern.fluid:0, ME Fluid Pattern: Niobium Nitride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Niobium-Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sterling Silver
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rose Gold
aeadditions:pattern.fluid:0, ME Fluid Pattern: Black Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bismuth Bronze
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ruridit
aeadditions:pattern.fluid:0, ME Fluid Pattern: Soldering Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Stainless Steel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tin Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ultimet
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vanadium-Gallium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wrought Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Yttrium Barium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Osmiridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gallium Arsenide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Indium Gallium Phosphide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nickel Zinc Ferrite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Persulfate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tungstencarbide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Titanium Tetrachloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrogen Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrogen Sulfide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phosphoric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hypochlorous Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ammonia
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitric Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iron III Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enriched Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Depleted Uranium Hexafluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrous Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrochloric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Distilled Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Potassium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Manganese Phosphide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Magnesium Diboride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mercury Barium Calcium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium Triplatinum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Samarium Iron Arsenic Oxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Indium Tin Barium Titanium Cuprate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uranium Rhodium Dinaquadide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enriched Naquadah Trinium Europium Duranide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ruthenium Trinium Americium Neutronate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rhodium Sulfate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluoroantimonic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Silicone Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Styrene-Butadiene Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fiber-Reinforced Epoxy Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Chloride (PVC)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyphenylene Sulfide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glyceryl Trinitrate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polybenzimidazole (PBI)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyethylene (PE)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Epoxy Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polycaprolactam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polytetrafluoroethylene (PTFE)
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Epichlorohydrin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Monochloramine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chloroform
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cumene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tetrafluoroethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chloromethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Allyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Isoprene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Propane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Propene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dissolved Calcium Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vinyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methyl Acetate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethenone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tetranitromethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethylamine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 1,1-Dimethylhydrazine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dinitrogen Tetroxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethyldichlorosilane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Styrene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butadiene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dichlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Acetic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phenol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bisphenol A
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vinyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Benzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Acetone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glycerol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Toluene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diphenyl Isophthalate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Phthalic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dimethylbenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: 3,3-Diaminobenzidine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 3,3-Dichlorobenzidine
aeadditions:pattern.fluid:0, ME Fluid Pattern: 2-Nitrochlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chlorobenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Octane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethyl Tert-Butyl Ether
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethylbenzene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphthalene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rubber
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cyclohexane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitrosyl Chloride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Butyraldehyde
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polyvinyl Butyral
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Vinegar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wood Tar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Charcoal Byproducts
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bio Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Biomass
aeadditions:pattern.fluid:0, ME Fluid Pattern: Creosote
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glue
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lubricant
aeadditions:pattern.fluid:0, ME Fluid Pattern: McGuffium 239
aeadditions:pattern.fluid:0, ME Fluid Pattern: Indium Concentrate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Drilling Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Construction Foam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Heavy Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Light Fuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Naphtha
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refinery Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Hydro-Cracked Refinery Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Hydro-Cracked Refinery Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lightly Steam-Cracked Refinery Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Severely Steam-Cracked Refinery Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Propene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Propane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydro-Cracked Butadiene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Ethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Propene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Propane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Steam-Cracked Butadiene
aeadditions:pattern.fluid:0, ME Fluid Pattern: LPG
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Growth Medium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sterilized Growth Medium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Heavy Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Light Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Natural Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacteria
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Enriched Bacterial Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mutagen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gelatin Mixture
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: High Octane Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Coal Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Coal Tar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Glowstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cetane-Boosted Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fish Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ruby Slurry
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sapphire Slurry
aeadditions:pattern.fluid:0, ME Fluid Pattern: Green Sapphire Slurry
